time_s,setpoint_m,position_m,measured_position_m,velocity_m_s,error_m,beam_angle_deg,disturbance_m_s2
0.0,0.0,-3.890393804036974e-05,0.0006094341595088627,-0.003890393804036974,-0.0006094341595088627,-4.4625734455245905,0.0
0.01,0.0,2.61479693281402e-05,-0.002118872150521361,0.0065051907368509935,0.002118872150521361,12.000000000000002,0.0
0.02,0.0,-1.2755968712229541e-05,0.0015270503609410547,-0.003890393804036974,-0.0015270503609410547,-12.000000000000002,0.0
0.03,0.0,-7.560058076145319e-05,0.0018683734640701983,-0.0062844612049223645,-0.0018683734640701983,-2.744448505321111,0.0
0.04,0.0,-3.4489347401797164e-05,-0.003977670958069127,0.004111123335965603,0.003977670958069127,12.000000000000002,0.0
0.05,0.0,-7.30159688896641e-05,-0.002638848361126433,-0.0038526621487866937,0.002638848361126433,-9.164858333960622,0.0
0.06,0.0,-0.0002154984357864107,0.00018266483744490669,-0.01424824668967466,-0.00018266483744490669,-12.000000000000002,0.0
0.07,0.0,-0.0002925622465105748,-0.0008479836204735752,-0.007706381072416413,0.0008479836204735752,7.517980060530428,0.0
0.08,0.0,-0.00040175667140106356,-0.0003261645615191524,-0.010919442489048876,0.0003261645615191524,-3.684435959480127,0.0
0.09,0.0,-0.00040699525088267266,-0.0021078445265482236,-0.0005238579481609083,0.0021078445265482236,12.000000000000002,0.0
0.1,0.0,-0.0005161896757731614,0.0013518006988429846,-0.010919442489048876,-0.0013518006988429846,-12.000000000000002,0.0
0.11,0.0,-0.0006073137031622234,0.0010393941950847352,-0.009112402738906195,-0.0010393941950847352,2.0711660669143996,0.0
0.12,0.0,-0.0006036791412839496,-0.0004752523080397913,0.00036345618782737676,0.0004752523080397913,10.924608638362082,0.0
0.13,0.0,-0.0007040004248145555,0.0016508032726521163,-0.01003212835306059,-0.0016508032726521163,-12.000000000000002,0.0
0.14,0.0,-0.0007163656173336274,0.00023101825968953576,-0.0012365192519071897,-0.00023101825968953576,10.131745826008963,0.0
0.15,0.0,-0.0006247749644438197,-0.002434950543100104,0.009159065288980778,0.002434950543100104,12.000000000000002,0.0
0.16,0.0,-0.0006371401569628916,0.00011272660372117803,-0.0012365192519071897,-0.00011272660372117803,-12.000000000000002,0.0
0.17,0.0,-0.0005455495040730838,-0.0025549053586208896,0.009159065288980778,0.0025549053586208896,12.000000000000002,0.0
0.18,0.0,-0.0005579146965921558,0.0012113510985414613,-0.0012365192519071897,-0.0012113510985414613,-12.000000000000002,0.0
0.19,0.0,-0.000466324043702348,-0.0006577665185646615,0.009159065288980778,0.0006577665185646615,12.000000000000002,0.0
0.2,0.0,-0.0003624146346035778,-0.0008360487707928691,0.010390940909877022,0.0008360487707928691,1.4117683293671375,0.0
0.21,0.0,-0.0002006985548654742,-0.0017242737234114604,0.016171607973810356,0.0017242737234114604,6.639002888260072,0.0
0.22,0.0,-0.00014293832053625033,0.002244384122482586,0.005776023432922389,-0.002244384122482586,-12.000000000000002,0.0
0.23,0.0,1.8777759201853253e-05,-0.00045199728467385463,0.016171607973810356,0.00045199728467385463,12.000000000000002,0.0
0.24,0.0,0.00020578108430768487,-0.0008378778851243612,0.018700332510583163,0.0008378778851243612,2.89894157564216,0.0
0.25,0.0,0.0003722838912162464,-0.0004984860166687742,0.016650280690856153,0.0004984860166687742,-2.3498450364675167,0.0
0.26,0.0,0.0004348308527159283,0.0014369022623229439,0.006254696149968186,-0.0014369022623229439,-12.000000000000002,0.0
0.27,0.0,0.0005126982573714497,0.001165718981444085,0.00778674046555214,-0.001165718981444085,1.7558682928852476,0.0
0.28,0.0,0.0005779206896295728,0.0013381634805634266,0.00652224322581231,-0.0013381634805634266,-1.4491616049756415,0.0
0.29,0.0,0.000634794480847869,0.0014395626956453383,0.005687379121829613,-0.0014395626956453383,-0.9567282518656095,0.0
0.3,0.0,0.0005877124266572855,0.0049180896825887915,-0.004708205419058355,-0.0049180896825887915,-12.000000000000002,0.0
0.31,0.0,0.0006445862178755816,-0.00022511760611194573,0.005687379121829613,0.00022511760611194573,12.000000000000002,0.0
0.32,0.0,0.0007116655862898946,-0.00037989924026749324,0.006707936841431303,0.00037989924026749324,1.1695542202569968,0.0
0.33,0.0,0.0008134991912436816,-0.0009158798702058609,0.010183360495378697,0.0009158798702058609,3.9857560343457084,0.0
0.34,0.0,0.0008113769507885889,0.002045458036394673,-0.0002122240455092704,-0.002045458036394673,-12.000000000000002,0.0
0.35000000000000003,0.0,0.0007411757441077929,0.003069321536230372,-0.00702012066807959,-0.003069321536230372,-7.8255828344426135,0.0
0.36,0.0,0.0007749303828358767,0.0005132808287980427,0.003375463872808377,-0.0005132808287980427,12.000000000000002,0.0
0.37,0.0,0.0008981326285141429,-0.0009053825710891795,0.012320224567826627,0.0009053825710891795,10.305415758337602,0.0
0.38,0.0,0.0010127251963447195,-0.0007508298028683362,0.011459256783057661,0.0007508298028683362,-0.9866451691132698,0.0
0.39,0.0,0.0010233619187664164,0.0023139107719941216,0.001063672242169694,-0.0023139107719941216,-12.000000000000002,0.0
0.4,0.0,0.001018234632609147,0.002509870261173301,-0.0005127286157269445,-0.002509870261173301,-1.806721722250926,0.0
0.41000000000000003,0.0,0.0010354795441164814,0.002104543169219537,0.0017244911507334514,-0.002104543169219537,2.5645212164185303,0.0
0.42,0.0,0.0011566803010326957,-0.0002955398704609072,0.012120075691621419,0.0002955398704609072,12.000000000000002,0.0
0.43,0.0,0.0011739252125400302,0.0016210029471661353,0.0017244911507334516,-0.0016210029471661353,-12.000000000000002,0.0
