controller,time_s,setpoint_m,position_m,measured_position_m,velocity_m_s,error_m,beam_angle_deg,disturbance_m_s2
P,0.2,0.0,6.312766072971029e-05,-0.00030804456643016974,0.00014475000693589082,-6.312766072971029e-05,0.04941902996348092,0.0
P,0.21,0.0,6.639338079109013e-05,-0.0012987314280781723,0.0003265720061379838,-6.639338079109013e-05,0.20835312273965698,0.0
P,0.22,0.0,6.614306334977533e-05,0.0025114760581391505,-2.5031744131480892e-05,-6.614306334977533e-05,-0.40291153974267246,0.0
P,0.23,0.0,6.62328281433418e-05,-0.00024291590078782897,8.976479356646225e-06,-6.62328281433418e-05,0.038970556496931444,0.0
P,0.24,0.0,6.742918397618287e-05,-0.0007904228161828726,0.00011963558328410815,-6.742918397618287e-05,0.1268060959147457,0.0
P,0.25,0.0,6.95171124203486e-05,-0.0006368379170002763,0.00020879284441657233,-6.95171124203486e-05,0.10216674965845166,0.0
P,0.26,0.0,7.001725385620081e-05,0.0011341354835270462,5.0014143585220644e-05,-7.001725385620081e-05,-0.1819472944859602,0.0
P,0.27,0.0,6.939612869623693e-05,0.0008009053825843575,-6.211251599638701e-05,-6.939612869623693e-05,-0.12848779499190371,0.0
P,0.28,0.0,6.75221989545006e-05,0.0008948613518882137,-0.00018739297417363356,-6.75221989545006e-05,-0.14356098039518442,0.0
P,0.29,0.0,6.434744079327887e-05,0.0009291642049702661,-0.0003174758161221729,-6.434744079327887e-05,-0.14906412477438943,0.0
P,0.3,0.0,5.508613326441025e-05,0.004347642642534202,-0.0009261307528868618,-5.508613326441025e-05,-0.6974844078952798,0.0
P,0.31,0.0,4.688566639894546e-05,-0.000757743899504821,-0.0008200466865464786,-4.688566639894546e-05,0.12156347670155199,0.0
P,0.32,0.0,4.0053837532788956e-05,-0.0009775997917441292,-0.0006831828866156504,-4.0053837532788956e-05,0.15683455793545908,0.0
P,0.33,0.0,3.544448961460199e-05,-0.0015874916189629665,-0.00046093479181869674,-3.544448961460199e-05,0.254678395381111,0.0
P,0.34,0.0,2.906078075197848e-05,0.0012674033347655933,-0.0006383708862623509,-2.906078075197848e-05,-0.20332721366404916,0.0
P,0.35000000000000003,0.0,1.9475286259010947e-05,0.0022870053661937615,-0.0009585494492967534,-1.9475286259010947e-05,-0.36690011457868676,0.0
P,0.36,0.0,1.0181579230152604e-05,-0.00020841962905073923,-0.0009293707028858343,-1.0181579230152604e-05,0.03343638231441077,0.0
P,0.37,0.0,3.2260476038132187e-06,-0.0016701313746949036,-0.0006955531626339386,-3.2260476038132187e-06,0.26793614120672077,0.0
P,0.38,0.0,-1.4254612392828148e-06,-0.0016457363837786658,-0.0004651508843096033,1.4254612392828148e-06,0.2640224971485916,0.0
P,0.39,0.0,-7.896630225734803e-06,0.0012997601144101192,-0.0006471168986451988,7.896630225734803e-06,-0.20851815301839435,0.0
P,0.4,0.0,-1.6437849695600144e-05,0.00147861171218115,-0.0008541219469865341,1.6437849695600144e-05,-0.23721098981045846,0.0
P,0.41000000000000003,0.0,-2.6476885886947602e-05,0.00106987068691479,-0.001003903619134746,2.6476885886947602e-05,-0.17163740995794324,0.0
P,0.42,0.0,-3.461543183388189e-05,-0.0013574963004643363,-0.0008138545946934286,3.461543183388189e-05,0.21778066441944277,0.0
P,0.43,0.0,-4.335556773568766e-05,0.00042970721429955763,-0.0008740135901805769,4.335556773568766e-05,-0.06893714745592715,0.0
P,0.44,0.0,-5.2361726095706925e-05,0.0001900160505457688,-0.0009006158360019268,5.2361726095706925e-05,-0.030483929660847807,0.0
P,0.45,0.0,-6.190690600562698e-05,0.00038501546736231893,-0.0009545179909920058,6.190690600562698e-05,-0.061767331715929755,0.0
P,0.46,0.0,-7.380540813664498e-05,0.0016809506498907528,-0.0011898502131017998,7.380540813664498e-05,-0.2696718578638364,0.0
P,0.47000000000000003,0.0,-8.622665013761253e-05,0.00037338568941271957,-0.001242124200096755,8.622665013761253e-05,-0.05990158757500797,0.0
P,0.48,0.0,-0.00010042812904363118,0.001271600476006177,-0.0014201478906018653,0.00010042812904363118,-0.20400055340554527,0.0
P,0.49,0.0,-0.00011467822996348101,3.473000993415174e-05,-0.0014250100919849834,0.00011467822996348101,-0.005571672376688088,0.0
P,0.5,0.0,-0.00012957731549548713,0.0004635605674164873,-0.0014899085532006108,0.00012957731549548713,-0.07436817937263228,0.0
P,0.51,0.0,-0.00014606259715753658,0.0011329991361815938,-0.0016485281662049441,0.00014606259715753658,-0.1817649923464853,0.0
P,0.52,0.0,-0.00015826340732219606,-0.00306037423686887,-0.0012200810164659476,0.00015826340732219606,0.4909702770088378,0.0
P,0.53,0.0,-0.00016934757023903853,-0.0007976058400367986,-0.0011084162916842478,0.00016934757023903853,0.1279584553774666,0.0
P,0.54,0.0,-0.00017887760562800638,-0.0011100928788246294,-0.0009530035388967842,0.00017887760562800638,0.17809018310770056,0.0
P,0.55,0.0,-0.00018636836004784946,-0.0014566333021146902,-0.0007490754419843069,0.00018636836004784946,0.2336850334262537,0.0
P,0.56,0.0,-0.00019282780119146695,-0.0007366528625012169,-0.0006459441143617495,0.00019282780119146695,0.11817987996514188,0.0
P,0.5700000000000001,0.0,-0.00020320307905405592,0.002797054821277325,-0.0010375277862588964,0.00020320307905405592,-0.4487264217125465,0.0
P,0.58,0.0,-0.00021086955873289912,-0.0019348653104405424,-0.0007666479678843195,0.00021086955873289912,0.31040692540063614,0.0
P,0.59,0.0,-0.00022095199102127532,0.0017256871504500624,-0.0010082432288376212,0.00022095199102127532,-0.27684885334608905,0.0
P,0.6,0.0,-0.00022601313956758506,-0.003586691534252885,-0.0005061148546309741,0.00022601313956758506,0.5754064045183783,0.0
P,0.61,0.0,-0.00022982019294946643,-0.0008957831995391348,-0.00038070533818813685,0.00022982019294946643,0.14370887073848954,0.0
P,0.62,0.0,-0.0002337612066419099,9.568593726054479e-05,-0.00039410136924434864,0.0002337612066419099,-0.015350721018591845,0.0
P,0.63,0.0,-0.00023901637565982146,0.0009386834560766464,-0.000525516901791156,0.00023901637565982146,-0.15059128092944776,0.0
P,0.64,0.0,-0.000245928353143239,0.0011834367839258886,-0.0006911977483417546,0.000245928353143239,-0.18985661251056907,0.0
P,0.65,0.0,-0.00025471739878169886,0.0013407661172566113,-0.0008789045638459827,0.00025471739878169886,-0.21509667153224957,0.0
P,0.66,0.0,-0.00026217341143875295,-0.000952167543278574,-0.000745601265705411,0.00026217341143875295,0.15275450853376685,0.0
P,0.67,0.0,-0.0002679677993588409,-0.0011868769967678873,-0.0005794387920087952,0.0002679677993588409,0.19040851960469413,0.0
P,0.68,0.0,-0.00027578935927362954,0.001447983963155467,-0.000782155991478859,0.00027578935927362954,-0.2322974356960173,0.0
P,0.6900000000000001,0.0,-0.00028268916249787207,-0.0006583980090368593,-0.0006899803224242526,0.00028268916249787207,0.10562559604135915,0.0
P,0.7000000000000001,0.0,-0.0002856213208301068,-0.0028340618091737156,-0.0002932158332234723,0.0002856213208301068,0.4546633855256203,0.0
P,0.71,0.0,-0.0002849804355251783,-0.002552195748837068,6.408853049284541e-05,0.0002849804355251783,0.40944412571886507,0.0
P,0.72,0.0,-0.0002813661287358017,-0.002123885007528401,0.00036143067893765917,0.0002813661287358017,0.34073101188696764,0.0
P,0.73,0.0,-0.00027874995878659706,0.0007129553593717265,0.0002616169949204649,0.00027874995878659706,-0.11437813260505188,0.0
P,0.74,0.0,-0.0002761423309560883,6.101513354533417e-06,0.0002607627830508718,0.0002761423309560883,-0.000978854698800927,0.0
P,0.75,0.0,-0.00027508146038658567,0.0011048283771794482,0.00010608705695026621,0.00027508146038658567,-0.1772456086762766,0.0
P,0.76,0.0,-0.00027243917099944293,-0.0011295867530596543,0.000264228938714274,0.00027243917099944293,0.18121754992377265,0.0
P,0.77,0.0,-0.00026985937790775306,4.464021115398555e-05,0.00025797930916898916,0.00026985937790775306,-0.007161547947949343,0.0
P,0.78,0.0,-0.0002686534330613735,0.0009813214100269202,0.00012059448463795676,0.0002686534330613735,-0.15743161039303452,0.0
P,0.79,0.0,-0.00026620520437561375,-0.0008873465125018502,0.0002448228685759734,0.00026620520437561375,0.14235538836962394,0.0
P,0.8,0.0,-0.00026466325857263867,0.0006473452707392092,0.00015419458029750647,0.00026466325857263867,-0.10385242532310887,0.0
P,0.81,0.0,-0.0002608973989054188,-0.0015885151407059412,0.0003765859667219872,0.0002608973989054188,0.2548425971142255,0.0
P,0.8200000000000001,0.0,-0.00025574973386828845,-0.0009870050920355623,0.0005147665037130322,0.00025574973386828845,0.1583434331683655,0.0
P,0.8300000000000001,0.0,-0.0002491751550374309,-0.0010192255218649466,0.0006574578830857561,0.0002491751550374309,0.16351249816966468,0.0
P,0.84,0.0,-0.00023890341367373697,-0.00264085444621551,0.0010271741363693926,0.00023890341367373697,0.4236674794142195,0.0
P,0.85,0.0,-0.0002296607297506115,0.0007350415478974267,0.0009242683923125487,0.0002296607297506115,-0.11792137969159996,0.0
P,0.86,0.0,-0.0002187821971716365,-0.0011684654101560591,0.001087853257897501,0.0002187821971716365,0.18745478222510162,0.0
P,0.87,0.0,-0.00020763235306237287,-0.00019379395971626164,0.0011149844109263625,0.00020763235306237287,0.03109001276323623,0.0
P,0.88,0.0,-0.00019753791352002838,0.000753860964749445,0.001009443954234449,0.00019753791352002838,-0.12094054453545042,0.0
P,0.89,0.0,-0.00018841720757613702,0.0006955244385398598,0.0009120705943891366,0.00018841720757613702,-0.11158172165431252,0.0
P,0.9,0.0,-0.00018089579311970962,0.0011423530103694356,0.00075214144564274,0.00018089579311970962,-0.18326561738305247,0.0
P,0.91,0.0,-0.00017284536529498637,-0.00037786676213855683,0.0008050427824723255,0.00017284536529498637,0.060620477928676614,0.0
P,0.92,0.0,-0.00016336772062324454,-0.0010194419893832939,0.0009477644671741827,0.00016336772062324454,0.163547225660233,0.0
P,0.93,0.0,-0.00015343815021362555,-0.00032280414243604266,0.0009929570409618997,0.00015343815021362555,0.051786881918590336,0.0
P,0.9400000000000001,0.0,-0.0001385693103156933,-0.003528107018129685,0.0014868839897932249,0.0001385693103156933,0.566007797066087,0.0
P,0.9500000000000001,0.0,-0.00011945460948989522,-0.003032794255161868,0.0019114700825798056,0.00011945460948989522,0.48654567066643184,0.0
P,0.96,0.0,-9.646915196033432e-05,-0.0027648538341987,0.002298545752956091,9.646915196033432e-05,0.4435604758764171,0.0
P,0.97,0.0,-7.055636322439316e-05,-0.0020909628071632976,0.002591278873594116,7.055636322439316e-05,0.3354493631139951,0.0
P,0.98,0.0,-4.566416270606547e-05,0.00072899209022248,0.002489220051832769,4.566416270606547e-05,-0.11695087619087104,0.0
P,0.99,0.0,-1.8172702712407786e-05,-0.001856622273426187,0.0027491459993657682,1.8172702712407786e-05,0.29785453716845245,0.0
P,1.0,0.0,1.0403053366485935e-05,-0.0007744978107911872,0.002857575607889372,-1.0403053366485935e-05,0.12425127624127907,0.0
P,1.01,0.0,3.532643841894592e-05,0.002608859648938617,0.002492338505245999,-3.532643841894592e-05,-0.41853461223326016,0.0
P,1.02,0.0,6.119790500846296e-05,-0.000677201503703906,0.002587146658951704,-6.119790500846296e-05,0.10864220651801103,0.0
P,1.03,0.0,8.491865757150223e-05,0.001536229041942636,0.0023720752563039273,-8.491865757150223e-05,-0.2464544333124691,0.0
P,1.04,0.0,0.00011113464316065994,-0.0017823167024482518,0.0026215985589157706,-0.00011113464316065994,0.28593382945668516,0.0
P,1.05,0.0,0.00013777026536215817,-0.00029974047257460006,0.0026635622201498224,-0.00013777026536215817,0.04808681927778787,0.0
P,1.06,0.0,0.00016687306093409116,-0.0017622738444590042,0.0029102795571932984,-0.00016687306093409116,0.2827183901746261,0.0
P,1.07,0.0,0.00019669152658886808,-0.0005111930908670338,0.0029818465654776923,-0.00019669152658886808,0.08200977854420013,0.0
P,1.08,0.0,0.0002238817734246979,0.0018773078015036592,0.00271902468358298,-0.0002238817734246979,-0.3011730788448003,0.0
P,1.09,0.0,0.0002555950212740895,-0.0032307590729599993,0.0031713247849391598,-0.0002555950212740895,0.5183048066117778,0.0
P,1.1,0.0,0.00028573405249255224,0.0011244423083658043,0.0030139031218462766,-0.00028573405249255224,-0.18039223601086363,0.0
P,1.11,0.0,0.00031480739715785484,0.000761205257157108,0.002907334466530263,-0.00031480739715785484,-0.12211877601916381,0.0
P,1.12,0.0,0.00034510363012390063,-0.0008734925142357341,0.0030296232966045777,-0.00034510363012390063,0.14013281660553992,0.0
P,1.1300000000000001,0.0,0.0003789656497737767,-0.0025470120786530086,0.003386201964987609,-0.0003789656497737767,0.40861251893184874,0.0
P,1.1400000000000001,0.0,0.00041209515515440453,0.0005232246652015157,0.003312950538062784,-0.00041209515515440453,-0.0839399821489386,0.0
P,1.1500000000000001,0.0,0.00044613030640799033,-0.0006468902629732004,0.003403515125358578,-0.00044613030640799033,0.10377942925412252,0.0
P,1.16,0.0,0.00047888938322609325,0.0009114827291173983,0.0032759076818102933,-0.00047888938322609325,-0.14622751773698037,0.0
P,1.17,0.0,0.000510916829161301,0.000522593674272979,0.0032027445935207764,-0.000510916829161301,-0.08383875342101327,0.0
P,1.18,0.0,0.0005377441043924464,0.0037144746118031318,0.002682727523114552,-0.0005377441043924464,-0.5959064114214799,0.0
